,StateDesc,Short_Question_Text,Measure,StateAbbr,TotalNumber,ESTIMATESBASE2020
540,Maryland,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MD,1312869.0,6177224
541,Maryland,Obesity,Obesity among adults aged >=18 years,MD,2990227.0,6177224
542,Maryland,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MD,768190.0,6177224
543,Maryland,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MD,2025844.0,6177224
544,Maryland,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MD,3297938.0,6177224
545,Maryland,Stroke,Stroke among adults aged >=18 years,MD,267177.0,6177224
546,Massachusetts,All Teeth Lost,All teeth lost among adults aged >=65 years,MA,1189540.0,7029917
547,Massachusetts,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MA,7152699.0,7029917
548,Massachusetts,Arthritis,Arthritis among adults aged >=18 years,MA,2082218.0,7029917
549,Massachusetts,Binge Drinking,Binge drinking among adults aged >=18 years,MA,1590202.0,7029917
550,Massachusetts,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MA,492165.0,7029917
551,Massachusetts,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MA,571438.0,7029917
552,Massachusetts,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MA,7805321.0,7029917
553,Massachusetts,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MA,239730.0,7029917
554,Massachusetts,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MA,7227635.0,7029917
555,Massachusetts,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MA,4356909.0,7029917
556,Massachusetts,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MA,3634034.0,7029917
557,Massachusetts,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MA,484976.0,7029917
558,Massachusetts,Current Asthma,Current asthma among adults aged >=18 years,MA,1013572.0,7029917
559,Massachusetts,Current Smoking,Current smoking among adults aged >=18 years,MA,1296778.0,7029917
560,Massachusetts,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MA,6485610.0,7029917
561,Massachusetts,Depression,Depression among adults aged >=18 years,MA,1801438.0,7029917
562,Massachusetts,Diabetes,Diagnosed diabetes among adults aged >=18 years,MA,769390.0,7029917
563,Massachusetts,General Health,Fair or poor self-rated health status among adults aged >=18 years,MA,1113317.0,7029917
564,Massachusetts,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MA,750942.0,7029917
565,Massachusetts,Mammography,Mammography use among women aged 50-74 years,MA,7497588.0,7029917
566,Massachusetts,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MA,1341915.0,7029917
567,Massachusetts,Obesity,Obesity among adults aged >=18 years,MA,2367430.0,7029917
568,Massachusetts,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MA,809087.0,7029917
569,Massachusetts,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MA,1950164.0,7029917
570,Massachusetts,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MA,2953194.0,7029917
571,Massachusetts,Stroke,Stroke among adults aged >=18 years,MA,240863.0,7029917
572,Michigan,All Teeth Lost,All teeth lost among adults aged >=65 years,MI,1640506.0,10077331
573,Michigan,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MI,8283362.0,10077331
574,Michigan,Arthritis,Arthritis among adults aged >=18 years,MI,3066639.0,10077331
575,Michigan,Binge Drinking,Binge drinking among adults aged >=18 years,MI,2039003.0,10077331
576,Michigan,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MI,836160.0,10077331
577,Michigan,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MI,673375.0,10077331
578,Michigan,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MI,9272403.0,10077331
579,Michigan,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MI,343568.0,10077331
580,Michigan,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MI,8122632.0,10077331
581,Michigan,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MI,4615224.0,10077331
582,Michigan,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MI,4104695.0,10077331
583,Michigan,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MI,694362.0,10077331
584,Michigan,Current Asthma,Current asthma among adults aged >=18 years,MI,1334503.0,10077331
585,Michigan,Current Smoking,Current smoking among adults aged >=18 years,MI,2268352.0,10077331
586,Michigan,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MI,7186771.0,10077331
587,Michigan,Depression,Depression among adults aged >=18 years,MI,2326586.0,10077331
588,Michigan,Diabetes,Diagnosed diabetes among adults aged >=18 years,MI,1278076.0,10077331
589,Michigan,General Health,Fair or poor self-rated health status among adults aged >=18 years,MI,1855681.0,10077331
590,Michigan,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MI,1240130.0,10077331
591,Michigan,Mammography,Mammography use among women aged 50-74 years,MI,8288976.0,10077331
592,Michigan,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MI,1924270.0,10077331
593,Michigan,Obesity,Obesity among adults aged >=18 years,MI,4194547.0,10077331
594,Michigan,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MI,1262093.0,10077331
595,Michigan,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MI,2548076.0,10077331
596,Michigan,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MI,3995567.0,10077331
597,Michigan,Stroke,Stroke among adults aged >=18 years,MI,384599.0,10077331
598,Minnesota,All Teeth Lost,All teeth lost among adults aged >=65 years,MN,843136.0,5706494
599,Minnesota,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MN,6039163.0,5706494
600,Minnesota,Arthritis,Arthritis among adults aged >=18 years,MN,1767539.0,5706494
601,Minnesota,Binge Drinking,Binge drinking among adults aged >=18 years,MN,1779097.0,5706494
602,Minnesota,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MN,403646.0,5706494
603,Minnesota,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MN,529711.0,5706494
604,Minnesota,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MN,7209556.0,5706494
605,Minnesota,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MN,215681.0,5706494
606,Minnesota,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MN,6469125.0,5706494
607,Minnesota,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MN,3762633.0,5706494
608,Minnesota,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MN,3402531.0,5706494
609,Minnesota,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MN,451922.0,5706494
610,Minnesota,Current Asthma,Current asthma among adults aged >=18 years,MN,790305.0,5706494
611,Minnesota,Current Smoking,Current smoking among adults aged >=18 years,MN,1404469.0,5706494
612,Minnesota,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MN,5917414.0,5706494
613,Minnesota,Depression,Depression among adults aged >=18 years,MN,1952190.0,5706494
614,Minnesota,Diabetes,Diagnosed diabetes among adults aged >=18 years,MN,704507.0,5706494
615,Minnesota,General Health,Fair or poor self-rated health status among adults aged >=18 years,MN,947034.0,5706494
616,Minnesota,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MN,967331.0,5706494
617,Minnesota,Mammography,Mammography use among women aged 50-74 years,MN,6639573.0,5706494
618,Minnesota,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MN,1187114.0,5706494
619,Minnesota,Obesity,Obesity among adults aged >=18 years,MN,2743407.0,5706494
620,Minnesota,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MN,722081.0,5706494
621,Minnesota,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MN,1647526.0,5706494
622,Minnesota,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MN,2411154.0,5706494
623,Minnesota,Stroke,Stroke among adults aged >=18 years,MN,223604.0,5706494
624,Mississippi,All Teeth Lost,All teeth lost among adults aged >=65 years,MS,621091.0,2961279
625,Mississippi,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MS,2556860.0,2961279
626,Mississippi,Arthritis,Arthritis among adults aged >=18 years,MS,896735.0,2961279
627,Mississippi,Binge Drinking,Binge drinking among adults aged >=18 years,MS,440333.0,2961279
628,Mississippi,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MS,243964.0,2961279
629,Mississippi,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MS,188834.0,2961279
630,Mississippi,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MS,2746415.0,2961279
631,Mississippi,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MS,110849.0,2961279
632,Mississippi,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MS,2250793.0,2961279
633,Mississippi,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MS,1363060.0,2961279
634,Mississippi,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MS,1079088.0,2961279
635,Mississippi,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MS,223027.0,2961279
636,Mississippi,Current Asthma,Current asthma among adults aged >=18 years,MS,338299.0,2961279
637,Mississippi,Current Smoking,Current smoking among adults aged >=18 years,MS,668025.0,2961279
638,Mississippi,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MS,1752359.0,2961279
639,Mississippi,Depression,Depression among adults aged >=18 years,MS,691054.0,2961279
640,Mississippi,Diabetes,Diagnosed diabetes among adults aged >=18 years,MS,427621.0,2961279
641,Mississippi,General Health,Fair or poor self-rated health status among adults aged >=18 years,MS,685587.0,2961279
642,Mississippi,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MS,664608.0,2961279
643,Mississippi,Mammography,Mammography use among women aged 50-74 years,MS,2401433.0,2961279
644,Mississippi,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MS,504524.0,2961279
645,Mississippi,Obesity,Obesity among adults aged >=18 years,MS,1318874.0,2961279
646,Mississippi,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MS,371903.0,2961279
647,Mississippi,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MS,992842.0,2961279
648,Mississippi,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MS,1152323.0,2961279
649,Mississippi,Stroke,Stroke among adults aged >=18 years,MS,135606.0,2961279
650,Missouri,All Teeth Lost,All teeth lost among adults aged >=65 years,MO,1416985.0,6154913
651,Missouri,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MO,6161789.0,6154913
652,Missouri,Arthritis,Arthritis among adults aged >=18 years,MO,2134777.0,6154913
653,Missouri,Binge Drinking,Binge drinking among adults aged >=18 years,MO,1504658.0,6154913
654,Missouri,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MO,616979.0,6154913
655,Missouri,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MO,515301.0,6154913
656,Missouri,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MO,6795951.0,6154913
657,Missouri,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MO,238492.0,6154913
658,Missouri,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MO,5771288.0,6154913
659,Missouri,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MO,3806756.0,6154913
660,Missouri,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MO,3161876.0,6154913
661,Missouri,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MO,525713.0,6154913
662,Missouri,Current Asthma,Current asthma among adults aged >=18 years,MO,820819.0,6154913
663,Missouri,Current Smoking,Current smoking among adults aged >=18 years,MO,1638169.0,6154913
664,Missouri,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MO,5060275.0,6154913
665,Missouri,Depression,Depression among adults aged >=18 years,MO,1946077.0,6154913
666,Missouri,Diabetes,Diagnosed diabetes among adults aged >=18 years,MO,839095.0,6154913
667,Missouri,General Health,Fair or poor self-rated health status among adults aged >=18 years,MO,1353433.0,6154913
668,Missouri,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MO,1344028.0,6154913
669,Missouri,Mammography,Mammography use among women aged 50-74 years,MO,6172879.0,6154913
670,Missouri,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MO,1341904.0,6154913
671,Missouri,Obesity,Obesity among adults aged >=18 years,MO,2893921.0,6154913
672,Missouri,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MO,931483.0,6154913
673,Missouri,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MO,2126396.0,6154913
674,Missouri,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MO,2841212.0,6154913
675,Missouri,Stroke,Stroke among adults aged >=18 years,MO,264871.0,6154913
676,Montana,All Teeth Lost,All teeth lost among adults aged >=65 years,MT,184724.0,1084225
677,Montana,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MT,940008.0,1084225
678,Montana,Arthritis,Arthritis among adults aged >=18 years,MT,323823.0,1084225
679,Montana,Binge Drinking,Binge drinking among adults aged >=18 years,MT,295745.0,1084225
680,Montana,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MT,86414.0,1084225
681,Montana,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MT,86592.0,1084225
682,Montana,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MT,1118157.0,1084225
683,Montana,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MT,37444.0,1084225
684,Montana,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MT,911556.0,1084225
685,Montana,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MT,565922.0,1084225
686,Montana,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MT,510964.0,1084225
687,Montana,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MT,79589.0,1084225
688,Montana,Current Asthma,Current asthma among adults aged >=18 years,MT,143323.0,1084225
689,Montana,Current Smoking,Current smoking among adults aged >=18 years,MT,243012.0,1084225
690,Montana,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MT,859724.0,1084225
691,Montana,Depression,Depression among adults aged >=18 years,MT,325645.0,1084225
692,Montana,Diabetes,Diagnosed diabetes among adults aged >=18 years,MT,116229.0,1084225
693,Montana,General Health,Fair or poor self-rated health status among adults aged >=18 years,MT,171155.0,1084225
694,Montana,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MT,165525.0,1084225
695,Montana,Mammography,Mammography use among women aged 50-74 years,MT,954734.0,1084225
696,Montana,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,MT,191759.0,1084225
697,Montana,Obesity,Obesity among adults aged >=18 years,MT,406046.0,1084225
698,Montana,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,MT,140325.0,1084225
699,Montana,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,MT,270340.0,1084225
700,Montana,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,MT,405534.0,1084225
701,Montana,Stroke,Stroke among adults aged >=18 years,MT,39430.0,1084225
702,Nebraska,All Teeth Lost,All teeth lost among adults aged >=65 years,NE,338110.0,1961504
703,Nebraska,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NE,2070350.0,1961504
704,Nebraska,Arthritis,Arthritis among adults aged >=18 years,NE,632503.0,1961504
705,Nebraska,Binge Drinking,Binge drinking among adults aged >=18 years,NE,636652.0,1961504
706,Nebraska,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NE,155605.0,1961504
707,Nebraska,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NE,180657.0,1961504
708,Nebraska,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NE,2389786.0,1961504
709,Nebraska,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NE,77186.0,1961504
710,Nebraska,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NE,2034594.0,1961504
711,Nebraska,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NE,1344095.0,1961504
712,Nebraska,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NE,1120436.0,1961504
713,Nebraska,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NE,159743.0,1961504
714,Nebraska,Current Asthma,Current asthma among adults aged >=18 years,NE,248773.0,1961504
715,Nebraska,Current Smoking,Current smoking among adults aged >=18 years,NE,482482.0,1961504
716,Nebraska,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NE,1913722.0,1961504
717,Nebraska,Depression,Depression among adults aged >=18 years,NE,534040.0,1961504
718,Nebraska,Diabetes,Diagnosed diabetes among adults aged >=18 years,NE,274273.0,1961504
719,Nebraska,General Health,Fair or poor self-rated health status among adults aged >=18 years,NE,342954.0,1961504
720,Nebraska,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NE,459079.0,1961504
721,Nebraska,Mammography,Mammography use among women aged 50-74 years,NE,2112829.0,1961504
722,Nebraska,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NE,372138.0,1961504
723,Nebraska,Obesity,Obesity among adults aged >=18 years,NE,1039541.0,1961504
724,Nebraska,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NE,252646.0,1961504
725,Nebraska,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NE,653033.0,1961504
726,Nebraska,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NE,854314.0,1961504
727,Nebraska,Stroke,Stroke among adults aged >=18 years,NE,78773.0,1961504
728,Nevada,All Teeth Lost,All teeth lost among adults aged >=65 years,NV,769232.0,3104614
729,Nevada,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NV,3465643.0,3104614
730,Nevada,Arthritis,Arthritis among adults aged >=18 years,NV,1168134.0,3104614
731,Nevada,Binge Drinking,Binge drinking among adults aged >=18 years,NV,963745.0,3104614
732,Nevada,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NV,348720.0,3104614
733,Nevada,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NV,285927.0,3104614
734,Nevada,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NV,4055809.0,3104614
735,Nevada,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NV,146571.0,3104614
736,Nevada,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NV,3400988.0,3104614
737,Nevada,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NV,2233551.0,3104614
738,Nevada,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NV,1539238.0,3104614
739,Nevada,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NV,318255.0,3104614
740,Nevada,Current Asthma,Current asthma among adults aged >=18 years,NV,526636.0,3104614
741,Nevada,Current Smoking,Current smoking among adults aged >=18 years,NV,946584.0,3104614
742,Nevada,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NV,3046140.0,3104614
743,Nevada,Depression,Depression among adults aged >=18 years,NV,1004621.0,3104614
744,Nevada,Diabetes,Diagnosed diabetes among adults aged >=18 years,NV,540534.0,3104614
745,Nevada,General Health,Fair or poor self-rated health status among adults aged >=18 years,NV,907336.0,3104614
746,Nevada,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NV,947601.0,3104614
747,Nevada,Mammography,Mammography use among women aged 50-74 years,NV,3581464.0,3104614
748,Nevada,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NV,865272.0,3104614
749,Nevada,Obesity,Obesity among adults aged >=18 years,NV,1575563.0,3104614
750,Nevada,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NV,614939.0,3104614
751,Nevada,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NV,1300812.0,3104614
752,Nevada,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NV,1825632.0,3104614
753,Nevada,Stroke,Stroke among adults aged >=18 years,NV,150670.0,3104614
754,New Hampshire,All Teeth Lost,All teeth lost among adults aged >=65 years,NH,162582.0,1377529
755,New Hampshire,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NH,894374.0,1377529
756,New Hampshire,Arthritis,Arthritis among adults aged >=18 years,NH,294533.0,1377529
757,New Hampshire,Binge Drinking,Binge drinking among adults aged >=18 years,NH,229958.0,1377529
758,New Hampshire,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NH,76596.0,1377529
759,New Hampshire,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NH,78880.0,1377529
760,New Hampshire,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NH,1044294.0,1377529
761,New Hampshire,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NH,31168.0,1377529
762,New Hampshire,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NH,920397.0,1377529
763,New Hampshire,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NH,555895.0,1377529
764,New Hampshire,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NH,449521.0,1377529
765,New Hampshire,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NH,68951.0,1377529
766,New Hampshire,Current Asthma,Current asthma among adults aged >=18 years,NH,139630.0,1377529
767,New Hampshire,Current Smoking,Current smoking among adults aged >=18 years,NH,202226.0,1377529
768,New Hampshire,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NH,836049.0,1377529
769,New Hampshire,Depression,Depression among adults aged >=18 years,NH,289087.0,1377529
770,New Hampshire,Diabetes,Diagnosed diabetes among adults aged >=18 years,NH,103404.0,1377529
771,New Hampshire,General Health,Fair or poor self-rated health status among adults aged >=18 years,NH,154041.0,1377529
772,New Hampshire,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NH,147139.0,1377529
773,New Hampshire,Mammography,Mammography use among women aged 50-74 years,NH,924580.0,1377529
774,New Hampshire,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NH,194032.0,1377529
775,New Hampshire,Obesity,Obesity among adults aged >=18 years,NH,381262.0,1377529
776,New Hampshire,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NH,122506.0,1377529
777,New Hampshire,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NH,254911.0,1377529
778,New Hampshire,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NH,408147.0,1377529
779,New Hampshire,Stroke,Stroke among adults aged >=18 years,NH,32044.0,1377529
780,New Jersey,All Teeth Lost,All teeth lost among adults aged >=65 years,NJ,1381673.0,9288994
781,New Jersey,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NJ,7895952.0,9288994
782,New Jersey,Arthritis,Arthritis among adults aged >=18 years,NJ,2051053.0,9288994
783,New Jersey,Binge Drinking,Binge drinking among adults aged >=18 years,NJ,1809511.0,9288994
784,New Jersey,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NJ,567326.0,9288994
785,New Jersey,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NJ,598837.0,9288994
786,New Jersey,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NJ,8753969.0,9288994
787,New Jersey,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NJ,285816.0,9288994
788,New Jersey,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NJ,7127250.0,9288994
789,New Jersey,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NJ,3496081.0,9288994
790,New Jersey,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NJ,3189718.0,9288994
791,New Jersey,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NJ,582780.0,9288994
792,New Jersey,Current Asthma,Current asthma among adults aged >=18 years,NJ,1013014.0,9288994
793,New Jersey,Current Smoking,Current smoking among adults aged >=18 years,NJ,1508553.0,9288994
794,New Jersey,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NJ,6688193.0,9288994
795,New Jersey,Depression,Depression among adults aged >=18 years,NJ,1862449.0,9288994
796,New Jersey,Diabetes,Diagnosed diabetes among adults aged >=18 years,NJ,1045951.0,9288994
797,New Jersey,General Health,Fair or poor self-rated health status among adults aged >=18 years,NJ,1449344.0,9288994
798,New Jersey,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NJ,1820454.0,9288994
799,New Jersey,Mammography,Mammography use among women aged 50-74 years,NJ,7910942.0,9288994
800,New Jersey,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NJ,1500792.0,9288994
801,New Jersey,Obesity,Obesity among adults aged >=18 years,NJ,2991977.0,9288994
802,New Jersey,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NJ,960392.0,9288994
803,New Jersey,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NJ,2473230.0,9288994
804,New Jersey,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NJ,3714182.0,9288994
805,New Jersey,Stroke,Stroke among adults aged >=18 years,NJ,296590.0,9288994
806,New Mexico,All Teeth Lost,All teeth lost among adults aged >=65 years,NM,480379.0,2117522
807,New Mexico,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NM,2264065.0,2117522
